City_ID,City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date,Hotel Name
427,427,Harrai,22.6167,79.2167,87.22,14,74,5.17,IN,2022-03-08 05:53:29,काव्या बुटिक
429,429,Puerto Carreno,6.189,-67.4859,79.48,54,65,10.92,CO,2022-03-08 05:53:30,Casa Hotel Victoria
430,430,George,-33.963,22.4617,65.75,100,100,2.3,ZA,2022-03-08 05:53:30,Protea Hotel by Marriott George King George
431,431,Aswan,24.0934,32.907,61.9,33,0,6.91,EG,2022-03-08 05:53:31,Nuba Nile
432,432,Kuito,-12.3833,16.9333,62.29,90,100,1.86,AO,2022-03-08 05:53:31,Herdeiros de Antunes Capusso
436,436,Novo Aripuana,-5.1206,-60.3797,72.37,99,93,2.01,BR,2022-03-08 05:53:33,Hotel Ezequiel
439,439,Victor Harbor,-35.5667,138.6167,72.81,75,87,4.0,AU,2022-03-08 05:49:07,McCracken Country Club
440,440,Ratnagiri,16.9833,73.3,89.47,40,2,8.68,IN,2022-03-08 05:53:35,Hotel Landmark
441,441,Nelson Bay,-32.7167,152.15,77.11,75,11,1.01,AU,2022-03-08 05:53:35,Mantra Nelson Bay
448,448,Gidole,5.65,37.3667,69.4,29,9,2.59,ET,2022-03-08 05:53:38,Shallom mekaneyesus church
449,449,Daru,-9.0763,143.2092,84.78,71,100,7.54,PG,2022-03-08 05:53:39,Daru Lodge
452,452,Buta,2.7858,24.73,78.03,70,45,2.73,CD,2022-03-08 05:53:40,HOTEL BISO NA BISO
455,455,Hampton,37.0299,-76.3452,68.0,83,100,17.27,US,2022-03-08 05:53:42,Embassy Suites by Hilton Hampton Convention Center
456,456,Bogande,12.9714,-0.1436,75.88,9,59,11.77,BF,2022-03-08 05:53:42,Auberge Wendkouni
458,458,Vanimo,-2.6741,141.3028,79.5,86,95,4.97,PG,2022-03-08 05:54:44,Vahmoneh Lodge Vanimo
465,465,Port Augusta,-32.5,137.7667,85.71,33,0,24.96,AU,2022-03-08 05:54:46,Majestic Oasis Apartments
466,466,Matara,5.9485,80.5353,89.53,54,37,4.7,LK,2022-03-08 05:54:47,Amaloh Boutique Resort
468,468,Lere,10.387,8.5726,74.14,53,93,2.08,NG,2022-03-08 05:54:48,
469,469,Meulaboh,4.1363,96.1285,76.69,93,100,6.42,ID,2022-03-08 05:54:49,Kost Pria
470,470,Veracruz,19.3333,-96.6667,69.87,88,61,0.56,MX,2022-03-08 05:54:11,El Carrizal
473,473,Casa Nova,-9.4167,-41.1333,75.18,68,95,15.3,BR,2022-03-08 05:54:50,LÔRO BEACH. DUNAS
474,474,Mogadishu,2.0371,45.3438,82.27,74,75,16.11,SO,2022-03-08 05:50:44,Hotel Juba
475,475,Eirunepe,-6.6603,-69.8736,69.13,99,97,0.11,BR,2022-03-08 05:54:51,Atrás de você
476,476,Nyimba,-14.5566,30.8149,72.12,90,24,4.74,ZM,2022-03-08 05:54:52,Dali Dali Lodge
479,479,Nueva Loja,0.0847,-76.8828,71.42,100,100,1.19,EC,2022-03-08 05:54:53,Limoncocha Great Hotel
483,483,Correntina,-13.3433,-44.6367,70.2,80,95,1.16,BR,2022-03-08 05:54:55,Hotel Pousada dos Sonhos
484,484,Bonfim,3.0833,-59.95,74.91,85,94,5.17,BR,2022-03-08 05:54:55,
486,486,Naze,28.3667,129.4833,63.52,51,3,12.93,JP,2022-03-08 05:54:56,Shishime Hotel
488,488,Katsina,12.9894,7.6006,74.26,23,24,7.96,NG,2022-03-08 05:54:57,Katsina Motel
489,489,Launceston,-41.45,147.1667,68.61,41,91,16.11,AU,2022-03-08 05:54:58,Hotel Grand Chancellor Launceston
490,490,Uthal,25.8072,66.6219,85.32,25,15,4.14,PK,2022-03-08 05:54:58,Al-Mustafa Hotel
491,491,Jeremie,18.65,-74.1167,75.0,81,0,3.94,HT,2022-03-08 05:54:59,Auberge’Inn
493,493,Domoni,-12.2569,44.5319,82.99,79,97,5.93,KM,2022-03-08 05:55:00,Al Djadid
495,495,Dongkan,33.9997,119.8308,67.98,32,0,7.47,CN,2022-03-08 05:55:01,Triumphal Resort
498,498,Lethem,3.3803,-59.7968,73.4,92,98,8.12,GY,2022-03-08 05:55:03,Savannah Inn
499,499,Cayhagan,9.6697,122.4256,84.02,71,100,13.0,PH,2022-03-08 05:55:04,Melrose Beach Resort
501,501,Mandali,33.7499,45.5541,61.77,48,4,12.08,IQ,2022-03-08 05:55:05,قرئ الشيخ سحاب الندا
502,502,Kununurra,-15.7667,128.7333,96.78,49,97,4.61,AU,2022-03-08 05:55:05,Hotel Kununurra
505,505,Quatre Cocos,-20.2078,57.7625,81.09,80,80,10.11,MU,2022-03-08 05:56:11,Sunrise Attitude Hotel
506,506,Maralal,1.0968,36.698,69.06,44,22,8.32,KE,2022-03-08 05:56:12,Ngari Hill Ecolodge
510,510,Hambantota,6.1241,81.1185,89.94,66,20,10.36,LK,2022-03-08 05:56:14,Bungalow 63
514,514,Waingapu,-9.6567,120.2641,83.34,77,78,3.11,ID,2022-03-08 05:56:16,Pondok Wisata Elim
515,515,Farafenni,13.5667,-15.6,73.78,11,14,9.33,GM,2022-03-08 05:56:17,Eddy's Hotel
518,518,Nautla,20.2167,-96.7833,72.77,95,44,8.61,MX,2022-03-08 05:56:18,Casa Blanca
519,519,Kavaratti,10.5669,72.642,81.57,70,13,3.98,IN,2022-03-08 05:56:19,Hotels in Lakshadweep Islands
520,520,Airai,-8.9266,125.4092,63.52,94,98,0.45,TL,2022-03-08 05:56:19,
521,521,Pailon,-17.65,-62.75,76.1,99,59,3.24,BO,2022-03-08 05:56:20,Alojamiento pailon
522,522,Muzaffarabad,34.37,73.4711,67.78,49,72,3.49,PK,2022-03-08 05:56:20,Pearl Continental Muzaffarabad
523,523,Gorom-Gorom,14.4439,-0.2361,71.01,10,40,12.17,BF,2022-03-08 05:56:21,
526,526,Kaeo,-35.1,173.7833,70.32,84,44,10.96,NZ,2022-03-08 05:56:22,Bushido Lodge
527,527,Yola,9.2,12.4833,82.89,39,80,3.24,NG,2022-03-08 05:56:23,Muna Hotel
528,528,Pitimbu,-7.4706,-34.8086,75.79,79,78,3.27,BR,2022-03-08 05:56:23,Reserva do Abiaí
529,529,Conceicao Do Araguaia,-8.2578,-49.2647,70.07,95,87,2.35,BR,2022-03-08 05:56:24,Tarumã Tropical Hotel
534,534,Kirakira,-10.4544,161.9205,84.76,76,99,7.99,SB,2022-03-08 05:56:26,SanBiz Lodge
536,536,Kupang,-10.1667,123.5833,80.65,82,100,3.44,ID,2022-03-08 05:56:28,Hotel On The Rock by Prasanthi
537,537,Paredon,16.0333,-93.8667,77.63,69,76,2.24,MX,2022-03-08 05:56:28,Hotel Principal Paredon
540,540,Kieta,-6.2167,155.6333,83.68,73,59,3.56,PG,2022-03-08 05:56:29,Uruna Bay Retreat
541,541,Sao Francisco De Paula,-29.4481,-50.5836,64.69,97,89,2.91,BR,2022-03-08 05:56:30,Hotel Village da Serra
542,542,Omboue,-1.5746,9.2618,78.91,88,100,3.29,GA,2022-03-08 05:56:31,Hotel Olako
543,543,Shuiji,27.4214,118.345,65.91,41,0,1.7,CN,2022-03-08 05:56:31,Century Hotel
544,544,Balabag,11.97,121.9192,80.8,81,77,17.2,PH,2022-03-08 05:56:32,Astoria Boracay
545,545,Boffa,10.1667,-14.0333,73.51,64,25,3.36,GN,2022-03-08 05:56:32,Hôtel Niara Belly
550,550,Ambikapur,23.1167,83.2,87.01,11,19,9.42,IN,2022-03-08 05:56:35,Hotel Birendra Prabha
557,557,San Cristobal,7.7669,-72.225,68.18,92,63,3.15,VE,2022-03-08 05:57:38,Pirineos
558,558,Mandurah,-32.55,115.7,92.14,44,52,9.6,AU,2022-03-08 05:57:39,Atrium Hotel Mandurah
561,561,Banepa,27.6298,85.5214,73.72,29,20,3.44,NP,2022-03-08 05:57:40,Dhulikhel Lodge Resort
563,563,Grand Gaube,-20.0064,57.6608,81.37,83,55,5.99,MU,2022-03-08 05:57:41,Veranda Paul et Virginie Hotel & Spa
565,565,Kalmunai,7.4167,81.8167,84.0,65,74,12.35,LK,2022-03-08 05:57:42,VS Villa
